Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn,Total Mins,Total Calls,Avg Calls per Day,HighServiceCaller
409-9885,9,39,214.1,108.0,36.4,169.2,115.0,14.38,189.7,117.0,8.54,10.1,3.0,2.73,1,False,583.1,343.0,38.111111111111114,0
409-9911,105,31,109.6,108.0,18.63,249.3,119.0,21.19,321.2,101.0,14.45,8.3,4.0,2.24,4,True,688.3999999999999,332.0,3.1619047619047618,1
410-1190,66,0,146.4,107.0,24.89,196.5,99.0,16.7,230.1,106.0,10.35,7.8,2.0,2.11,1,False,580.8,314.0,4.757575757575758,0
410-2015,88,0,113.7,67.0,19.33,165.1,127.0,14.03,141.5,142.0,6.37,10.8,3.0,2.92,1,False,431.1,339.0,3.852272727272727,0
410-2518,112,0,174.5,127.0,29.67,259.3,71.0,22.04,170.5,120.0,7.67,11.3,7.0,3.05,1,False,615.5999999999999,325.0,2.9017857142857144,0
410-3159,125,0,113.0,108.0,19.21,169.2,107.0,14.38,156.6,61.0,7.05,9.2,5.0,2.48,2,True,447.99999999999994,281.0,2.248,0
410-3390,101,0,206.6,105.0,35.12,224.9,117.0,19.12,249.9,100.0,11.25,14.6,3.0,3.94,0,False,696.0,325.0,3.217821782178218,0
410-3503,72,0,109.1,97.0,18.55,115.7,96.0,9.83,295.8,84.0,13.31,8.3,6.0,2.24,0,False,528.9,283.0,3.9305555555555554,0
410-3719,63,36,199.0,110.0,33.83,291.3,111.0,24.76,197.6,92.0,8.89,11.0,6.0,2.97,1,False,698.9,319.0,5.063492063492063,0
410-3725,89,0,206.9,134.0,35.17,167.7,105.0,14.25,155.7,86.0,7.01,10.9,4.0,2.94,0,False,541.1999999999999,329.0,3.696629213483146,0
410-3782,57,30,234.5,130.0,39.87,195.2,116.0,16.59,268.8,94.0,12.1,11.4,4.0,3.08,2,False,709.9,344.0,6.035087719298246,0
410-4023,96,26,145.8,108.0,24.79,192.2,89.0,16.34,165.1,96.0,7.43,9.9,2.0,2.67,1,False,513.0,295.0,3.0729166666666665,0
410-4613,128,0,199.3,86.0,33.88,194.8,102.0,16.56,298.2,82.0,13.42,14.3,2.0,3.86,4,False,706.5999999999999,272.0,2.125,1
410-4739,52,0,215.9,67.0,36.7,217.0,108.0,18.45,342.8,130.0,15.43,5.2,2.0,1.4,1,False,780.9000000000001,307.0,5.903846153846154,0
410-4882,95,0,160.0,133.0,27.2,215.3,98.0,18.3,188.9,87.0,8.5,9.1,4.0,2.46,0,False,573.3000000000001,322.0,3.389473684210526,0
410-5192,30,0,137.6,108.0,23.39,162.0,80.0,13.77,187.7,126.0,8.45,5.8,10.0,1.57,3,False,493.1,324.0,10.8,0
410-5199,123,0,209.4,49.0,35.6,237.4,117.0,20.18,239.2,98.0,10.76,9.8,11.0,2.65,1,False,695.8,275.0,2.2357723577235773,0
410-5236,78,13,281.2,93.0,47.8,178.2,101.0,15.15,244.2,129.0,10.99,6.4,5.0,1.73,2,False,709.9999999999999,328.0,4.205128205128205,0
410-5250,42,0,184.5,98.0,31.37,200.5,93.0,17.04,279.2,91.0,12.56,8.8,3.0,2.38,2,False,673.0,285.0,6.785714285714286,0
410-5370,67,0,260.4,107.0,44.27,208.2,104.0,17.7,207.9,115.0,9.36,10.0,2.0,2.7,6,False,686.5,328.0,4.895522388059701,1
410-5455,96,0,200.6,117.0,34.1,289.5,120.0,24.61,98.3,95.0,4.42,11.2,5.0,3.02,2,False,599.6,337.0,3.5104166666666665,0
410-5713,66,16,174.7,92.0,29.7,232.1,105.0,19.73,305.4,98.0,13.74,8.9,2.0,2.4,1,False,721.0999999999999,297.0,4.5,0
410-5963,153,22,167.7,104.0,28.51,246.8,91.0,20.98,203.9,117.0,9.18,7.5,11.0,2.03,1,False,625.9,323.0,2.111111111111111,0
410-6791,96,0,180.6,92.0,30.7,190.9,114.0,16.23,295.6,125.0,13.3,10.3,4.0,2.78,1,True,677.4,335.0,3.4895833333333335,0
410-7108,64,31,228.6,88.0,38.86,248.5,109.0,21.12,167.1,124.0,7.52,9.0,1.0,2.43,3,False,653.2,322.0,5.03125,0
410-7383,124,0,157.5,70.0,26.78,130.7,79.0,11.11,193.4,98.0,8.7,9.6,4.0,2.59,3,False,491.20000000000005,251.0,2.024193548387097,0
410-7553,97,28,283.1,93.0,48.13,185.4,98.0,15.76,312.8,78.0,14.08,6.1,8.0,1.65,1,False,787.4,277.0,2.8556701030927836,0
410-7611,120,0,179.9,72.0,30.58,170.0,98.0,14.45,190.6,89.0,8.58,13.8,2.0,3.73,1,True,554.3,261.0,2.175,0
410-7789,49,0,119.3,117.0,20.28,215.1,109.0,18.28,178.7,90.0,8.04,11.1,1.0,3.0,1,False,524.1999999999999,317.0,6.469387755102041,0
410-9477,76,0,169.5,77.0,28.82,124.0,87.0,10.54,219.4,92.0,9.87,10.0,3.0,2.7,0,False,522.9,259.0,3.4078947368421053,0
410-9633,106,0,187.1,104.0,31.81,250.2,117.0,21.27,144.9,81.0,6.52,11.0,3.0,2.97,1,False,593.1999999999999,305.0,2.8773584905660377,0
410-9961,86,0,124.1,82.0,21.1,202.6,120.0,17.22,289.6,119.0,13.03,6.7,8.0,1.81,3,False,623.0,329.0,3.8255813953488373,0
411-1045,93,0,179.3,93.0,30.48,188.8,65.0,16.05,253.2,88.0,11.39,12.1,5.0,3.27,1,False,633.4,251.0,2.6989247311827955,0
411-1261,76,0,90.5,142.0,15.39,211.7,75.0,17.99,194.9,76.0,8.77,9.3,2.0,2.51,1,False,506.40000000000003,295.0,3.8815789473684212,0
411-1325,189,30,155.2,116.0,26.38,195.5,50.0,16.62,170.1,108.0,7.65,15.4,6.0,4.16,1,False,536.1999999999999,280.0,1.4814814814814814,0
411-1530,70,24,249.5,101.0,42.42,259.7,98.0,22.07,222.7,68.0,10.02,9.8,4.0,2.65,1,False,741.6999999999999,271.0,3.8714285714285714,0
411-1715,97,0,143.7,117.0,24.43,273.0,82.0,23.21,178.3,81.0,8.02,10.9,3.0,2.94,0,False,605.9,283.0,2.917525773195876,0
411-1810,131,0,211.8,115.0,36.01,260.5,102.0,22.14,144.2,96.0,6.49,10.8,7.0,2.92,0,False,627.3,320.0,2.4427480916030535,0
411-2284,99,0,241.1,72.0,40.99,155.6,98.0,13.23,188.2,109.0,8.47,11.6,10.0,3.13,1,False,596.5,289.0,2.919191919191919,0
411-2958,92,0,252.3,120.0,42.89,207.0,112.0,17.6,284.6,95.0,12.81,12.0,5.0,3.24,3,True,755.9000000000001,332.0,3.608695652173913,0
411-2977,154,0,154.5,122.0,26.27,214.2,71.0,18.21,178.0,105.0,8.01,12.0,2.0,3.24,3,True,558.7,300.0,1.948051948051948,0
411-3095,107,38,219.4,92.0,37.3,180.5,73.0,15.34,104.1,91.0,4.68,11.0,1.0,2.97,2,False,515.0,257.0,2.4018691588785046,0
411-3578,158,0,175.9,105.0,29.9,188.3,88.0,16.01,188.3,98.0,8.47,11.0,6.0,2.97,1,False,563.5,297.0,1.879746835443038,0
411-4232,85,0,127.9,107.0,21.74,271.2,124.0,23.05,202.2,76.0,9.1,12.5,5.0,3.38,0,False,613.8,312.0,3.6705882352941175,0
411-4293,13,0,220.4,100.0,37.47,211.2,79.0,17.95,259.3,112.0,11.67,13.6,8.0,3.67,2,False,704.5000000000001,299.0,23.0,0
411-4582,70,0,232.1,122.0,39.46,292.3,112.0,24.85,201.2,112.0,9.05,0.0,0.0,0.0,3,False,725.5999999999999,346.0,4.942857142857143,0
411-4674,140,0,173.2,91.0,29.44,196.8,106.0,16.73,209.3,128.0,9.42,11.2,5.0,3.02,3,False,590.5,330.0,2.357142857142857,0
411-4714,193,0,96.8,92.0,16.46,142.6,103.0,12.12,210.1,115.0,9.45,10.9,5.0,2.94,2,True,460.4,315.0,1.6321243523316062,0
411-4781,72,0,138.9,111.0,23.61,211.6,102.0,17.99,179.5,91.0,8.08,10.8,3.0,2.92,1,False,540.8,307.0,4.263888888888889,0
411-4940,101,0,174.9,105.0,29.73,262.0,75.0,22.27,210.0,93.0,9.45,8.5,5.0,2.3,1,False,655.4,278.0,2.7524752475247523,0
411-5078,136,0,142.3,79.0,24.19,158.0,113.0,13.43,177.5,75.0,7.99,6.0,11.0,1.62,2,False,483.8,278.0,2.0441176470588234,0
411-5334,101,0,136.2,92.0,23.15,220.9,110.0,18.78,196.9,116.0,8.86,13.3,7.0,3.59,3,False,567.3,325.0,3.217821782178218,0
411-5677,122,0,140.0,101.0,23.8,196.4,77.0,16.69,120.1,133.0,5.4,9.7,4.0,2.62,4,True,466.2,315.0,2.581967213114754,1
411-5740,107,31,160.3,45.0,27.25,221.5,70.0,18.83,261.6,109.0,11.77,5.6,1.0,1.51,1,False,649.0000000000001,225.0,2.102803738317757,0
411-5748,125,0,106.1,95.0,18.04,157.6,113.0,13.4,192.5,69.0,8.66,8.1,3.0,2.19,1,False,464.3,280.0,2.24,0
411-5859,163,0,197.0,109.0,33.49,202.6,128.0,17.22,206.4,80.0,9.29,9.1,10.0,2.46,1,False,615.1,327.0,2.0061349693251533,0
411-5958,79,0,261.7,97.0,44.49,210.6,48.0,17.9,256.7,83.0,11.55,6.0,3.0,1.62,3,True,735.0,231.0,2.9240506329113924,0
411-6211,33,0,182.5,65.0,31.03,232.1,96.0,19.73,149.2,82.0,6.71,7.5,2.0,2.03,2,False,571.3,245.0,7.424242424242424,0
411-6294,95,0,141.1,84.0,23.99,211.4,108.0,17.97,103.7,127.0,4.67,5.9,6.0,1.59,3,False,462.09999999999997,325.0,3.4210526315789473,0
411-6501,189,0,227.8,124.0,38.73,169.5,112.0,14.41,201.1,91.0,9.05,5.6,4.0,1.51,3,False,604.0,331.0,1.7513227513227514,0
411-6598,58,0,174.4,112.0,29.65,265.8,122.0,22.59,182.4,87.0,8.21,0.0,0.0,0.0,4,False,622.6,321.0,5.5344827586206895,1
411-6663,87,0,146.3,108.0,24.87,171.8,102.0,14.6,167.5,66.0,7.54,5.3,9.0,1.43,1,False,490.90000000000003,285.0,3.2758620689655173,0
411-6823,138,0,286.2,61.0,48.65,187.2,60.0,15.91,146.2,114.0,6.58,11.0,4.0,2.97,2,True,630.5999999999999,239.0,1.7318840579710144,0
411-7110,107,0,230.4,65.0,39.17,257.4,80.0,21.88,107.3,88.0,4.83,8.5,3.0,2.3,1,False,603.5999999999999,236.0,2.205607476635514,0
411-7353,47,0,155.3,116.0,26.4,188.2,85.0,16.0,247.0,73.0,11.12,12.3,4.0,3.32,3,False,602.8,278.0,5.914893617021277,0
411-7390,78,0,155.0,106.0,26.35,175.3,101.0,14.9,155.6,125.0,7.0,11.8,5.0,3.19,2,False,497.7,337.0,4.32051282051282,0
411-7649,119,0,222.8,122.0,37.88,163.2,107.0,13.87,160.6,112.0,7.23,11.2,6.0,3.02,1,False,557.8000000000001,347.0,2.9159663865546217,0
411-7778,60,29,265.9,113.0,45.2,215.8,94.0,18.34,108.1,82.0,4.86,14.0,12.0,3.78,0,True,603.8,301.0,5.016666666666667,0
411-8043,30,0,162.3,96.0,27.59,244.0,122.0,20.74,180.1,89.0,8.1,9.1,4.0,2.46,2,False,595.5,311.0,10.366666666666667,0
411-8140,92,0,176.3,85.0,29.97,93.4,125.0,7.94,207.2,107.0,9.32,9.6,1.0,2.59,2,False,486.50000000000006,318.0,3.4565217391304346,0
411-8549,150,0,189.3,77.0,32.18,220.9,105.0,18.78,238.7,117.0,10.74,9.2,5.0,2.48,4,False,658.1000000000001,304.0,2.026666666666667,1
411-8956,33,0,164.0,99.0,27.88,153.1,102.0,13.01,123.8,104.0,5.57,6.4,4.0,1.73,0,False,447.3,309.0,9.363636363636363,0
411-9554,114,28,225.8,94.0,38.39,193.0,117.0,16.41,232.4,100.0,10.46,8.4,9.0,2.27,4,False,659.6,320.0,2.807017543859649,1
412-1076,140,27,188.9,124.0,32.11,160.9,102.0,13.68,197.7,100.0,8.9,11.5,5.0,3.11,4,False,559.0,331.0,2.3642857142857143,1
412-1194,145,24,147.5,90.0,25.08,175.7,108.0,14.93,252.1,102.0,11.34,15.6,3.0,4.21,2,False,590.9,303.0,2.089655172413793,0
412-1470,103,0,129.3,103.0,21.98,202.8,89.0,17.24,233.0,126.0,10.49,12.9,2.0,3.48,2,False,578.0,320.0,3.1067961165048543,0
412-1991,21,0,92.6,95.0,15.74,161.9,70.0,13.76,285.0,78.0,12.83,11.3,3.0,3.05,5,True,550.8,246.0,11.714285714285714,1
412-2520,73,31,82.3,105.0,13.99,256.1,91.0,21.77,229.6,98.0,10.33,11.8,2.0,3.19,6,True,579.8,296.0,4.054794520547945,1
412-2947,135,0,218.8,123.0,37.2,242.8,64.0,20.64,85.8,80.0,3.86,10.3,3.0,2.78,4,False,557.6999999999999,270.0,2.0,1
412-3404,120,0,185.7,133.0,31.57,235.1,149.0,19.98,256.4,78.0,11.54,16.9,6.0,4.56,0,False,694.0999999999999,366.0,3.05,0
412-3527,116,0,137.4,126.0,23.36,120.0,94.0,10.2,130.3,64.0,5.86,12.4,2.0,3.35,3,False,400.09999999999997,286.0,2.4655172413793105,0
412-3726,127,28,95.9,117.0,16.3,159.5,131.0,13.56,152.8,132.0,6.88,10.4,3.0,2.81,1,False,418.6,383.0,3.015748031496063,0
412-3898,84,0,190.2,102.0,32.33,197.7,141.0,16.8,247.5,102.0,11.14,9.8,6.0,2.65,2,False,645.1999999999999,351.0,4.178571428571429,0
412-4185,76,26,214.6,110.0,36.48,205.2,87.0,17.44,134.6,140.0,6.06,8.1,2.0,2.19,1,False,562.5,339.0,4.4605263157894735,0
412-4399,94,0,181.5,98.0,30.86,199.9,88.0,16.99,287.7,114.0,12.95,6.6,5.0,1.78,1,False,675.6999999999999,305.0,3.24468085106383,0
412-6019,79,0,103.5,134.0,17.6,319.3,111.0,27.14,239.9,124.0,10.8,8.4,4.0,2.27,2,False,671.1,373.0,4.7215189873417724,0
412-6245,171,0,137.5,110.0,23.38,198.1,109.0,16.84,292.7,131.0,13.17,13.3,5.0,3.59,2,False,641.5999999999999,355.0,2.0760233918128654,0
412-7020,125,0,212.3,89.0,36.09,215.4,127.0,18.31,186.8,73.0,8.41,11.3,2.0,3.05,2,False,625.8,291.0,2.328,0
412-7278,103,0,206.5,125.0,35.11,180.2,113.0,15.32,220.6,95.0,9.93,12.2,4.0,3.29,3,False,619.5,337.0,3.2718446601941746,0
412-7606,45,0,155.7,110.0,26.47,260.3,103.0,22.13,192.2,98.0,8.65,11.0,1.0,2.97,1,False,619.2,312.0,6.933333333333334,0
412-7791,64,0,216.9,78.0,36.87,211.0,115.0,17.94,179.8,116.0,8.09,11.4,5.0,3.08,3,False,619.1,314.0,4.90625,0
412-8769,145,0,241.7,137.0,41.09,135.8,100.0,11.54,277.6,123.0,12.49,13.1,3.0,3.54,0,False,668.2,363.0,2.503448275862069,0
412-8811,162,0,177.1,131.0,30.11,114.7,122.0,9.75,153.6,88.0,6.91,6.5,6.0,1.76,3,False,451.9,347.0,2.1419753086419755,0
412-9190,132,0,206.2,100.0,35.05,211.2,118.0,17.95,196.2,122.0,8.83,10.2,6.0,2.75,1,False,623.8,346.0,2.621212121212121,0
412-9357,52,38,169.3,88.0,28.78,225.9,97.0,19.2,172.0,86.0,7.74,8.2,3.0,2.21,0,False,575.4000000000001,274.0,5.269230769230769,0
412-9997,111,0,214.3,118.0,36.43,208.5,76.0,17.72,182.4,98.0,8.21,12.0,2.0,3.24,1,False,617.2,294.0,2.6486486486486487,0
413-1061,101,25,144.1,144.0,24.5,167.6,105.0,14.25,240.0,107.0,10.8,14.5,3.0,3.92,1,False,566.2,359.0,3.5544554455445545,0
413-1269,59,0,155.2,79.0,26.38,235.3,123.0,20.0,169.4,80.0,7.62,8.7,4.0,2.35,1,False,568.6,286.0,4.8474576271186445,0
413-1789,134,0,141.7,95.0,24.09,205.6,101.0,17.48,218.5,60.0,9.83,8.8,6.0,2.38,0,False,574.5999999999999,262.0,1.955223880597015,0
413-2194,74,0,298.1,112.0,50.68,201.3,100.0,17.11,214.7,88.0,9.66,9.7,4.0,2.62,2,True,723.8000000000001,304.0,4.108108108108108,0
413-2201,155,0,184.6,102.0,31.38,196.0,117.0,16.66,226.5,122.0,10.19,7.8,1.0,2.11,1,False,614.9,342.0,2.206451612903226,0
413-2238,37,0,221.0,126.0,37.57,204.5,110.0,17.38,118.0,98.0,5.31,6.8,3.0,1.84,4,False,550.3,337.0,9.108108108108109,1
413-2241,163,0,247.7,77.0,42.11,269.5,108.0,22.91,167.3,82.0,7.53,9.6,7.0,2.59,0,True,694.1,274.0,1.6809815950920246,0
413-3177,151,0,194.8,106.0,33.12,292.7,103.0,24.88,224.6,82.0,10.11,5.5,3.0,1.49,0,False,717.6,294.0,1.9470198675496688,0
413-3412,179,38,220.1,78.0,37.42,234.3,71.0,19.92,237.3,85.0,10.68,10.1,4.0,2.73,4,False,701.8000000000001,238.0,1.329608938547486,1
413-3990,140,0,160.5,114.0,27.29,240.5,103.0,20.44,233.5,121.0,10.51,11.3,4.0,3.05,1,False,645.8,342.0,2.442857142857143,0
413-4039,205,24,175.8,139.0,29.89,155.0,98.0,13.18,180.7,64.0,8.13,7.8,5.0,2.11,2,False,519.3,306.0,1.4926829268292683,0
413-4040,101,0,269.7,85.0,45.85,207.6,86.0,17.65,214.2,107.0,9.64,4.5,15.0,1.22,3,True,696.0,293.0,2.900990099009901,0
413-4811,91,0,147.2,121.0,25.02,175.2,87.0,14.89,136.3,80.0,6.13,13.3,3.0,3.59,2,False,472.0,291.0,3.197802197802198,0
413-4831,52,0,165.5,78.0,28.14,205.5,89.0,17.47,213.6,124.0,9.61,12.2,6.0,3.29,0,False,596.8000000000001,297.0,5.711538461538462,0
413-4957,52,0,191.9,108.0,32.62,269.8,96.0,22.93,236.8,87.0,10.66,7.8,5.0,2.11,3,False,706.3,296.0,5.6923076923076925,0
413-5190,93,21,134.2,105.0,22.81,162.5,128.0,13.81,186.6,90.0,8.4,11.8,2.0,3.19,4,True,495.09999999999997,325.0,3.4946236559139785,1
413-5306,120,0,137.3,100.0,23.34,212.2,129.0,18.04,152.7,92.0,6.87,10.5,2.0,2.84,1,False,512.7,323.0,2.691666666666667,0
413-5310,209,0,227.2,128.0,38.62,258.4,92.0,21.96,183.5,74.0,8.26,8.9,4.0,2.4,3,False,677.9999999999999,298.0,1.4258373205741626,0
413-6346,4,0,145.3,89.0,24.7,303.8,93.0,25.82,206.1,82.0,9.27,8.9,4.0,2.4,0,False,664.1,268.0,67.0,0
413-6380,82,33,137.8,95.0,23.43,235.5,128.0,20.02,268.1,70.0,12.06,11.0,6.0,2.97,2,False,652.4000000000001,299.0,3.6463414634146343,0
413-6769,127,0,224.3,112.0,38.13,185.7,103.0,15.78,159.4,83.0,7.17,10.0,1.0,2.7,2,False,579.4,299.0,2.354330708661417,0
413-7170,162,46,224.9,97.0,38.23,188.2,84.0,16.0,254.6,61.0,11.46,12.1,2.0,3.27,0,False,679.8000000000001,244.0,1.5061728395061729,0
413-7468,13,0,303.2,133.0,51.54,170.5,86.0,14.49,227.6,80.0,10.24,11.5,3.0,3.11,0,True,712.8,302.0,23.23076923076923,0
413-7655,101,0,0.0,0.0,0.0,192.1,119.0,16.33,168.8,95.0,7.6,7.2,4.0,1.94,1,False,368.09999999999997,218.0,2.1584158415841586,0
413-7743,67,35,181.1,59.0,30.79,215.9,116.0,18.35,216.3,106.0,9.73,16.9,4.0,4.56,0,True,630.1999999999999,285.0,4.253731343283582,0
413-9055,38,0,149.0,92.0,25.33,49.2,78.0,4.18,163.3,93.0,7.35,13.9,11.0,3.75,0,False,375.4,274.0,7.2105263157894735,0
413-9269,128,32,223.5,81.0,38.0,188.8,74.0,16.05,154.9,101.0,6.97,9.4,2.0,2.54,2,True,576.6,258.0,2.015625,0
413-9328,99,0,135.7,107.0,23.07,208.4,103.0,17.71,209.0,95.0,9.4,8.8,3.0,2.38,7,True,561.9,308.0,3.111111111111111,1
414-1246,127,25,173.0,91.0,29.41,245.8,64.0,20.89,300.0,99.0,13.5,4.8,3.0,1.3,0,False,723.5999999999999,257.0,2.0236220472440944,0
414-1496,73,0,217.8,91.0,37.03,220.6,97.0,18.75,277.3,89.0,12.48,10.3,6.0,2.78,1,True,726.0,283.0,3.8767123287671232,0
414-1537,89,24,97.8,98.0,16.63,207.2,67.0,17.61,214.5,126.0,9.65,5.9,2.0,1.59,0,False,525.4,293.0,3.292134831460674,0
414-2606,87,0,189.5,113.0,32.22,204.9,100.0,17.42,221.7,93.0,9.98,13.4,3.0,3.62,1,False,629.4999999999999,309.0,3.5517241379310347,0
414-2663,135,0,144.1,115.0,24.5,249.8,68.0,21.23,211.4,82.0,9.51,13.6,3.0,3.67,1,False,618.9,268.0,1.9851851851851852,0
414-2695,78,0,137.4,109.0,23.36,237.6,49.0,20.2,206.7,136.0,9.3,14.0,11.0,3.78,3,False,595.7,305.0,3.91025641025641,0
414-2905,120,29,244.3,140.0,41.53,322.3,89.0,27.4,166.8,83.0,7.51,10.6,6.0,2.86,0,False,744.0000000000001,318.0,2.65,0
414-4037,88,27,93.4,106.0,15.88,252.0,92.0,21.42,189.0,104.0,8.5,10.9,1.0,2.94,1,False,545.3,303.0,3.4431818181818183,0
414-4162,88,0,161.5,92.0,27.46,173.5,108.0,14.75,206.2,95.0,9.28,7.9,4.0,2.13,2,False,549.1,299.0,3.397727272727273,0
414-4276,192,36,156.2,77.0,26.55,215.5,126.0,18.32,279.1,83.0,12.56,9.9,6.0,2.67,2,False,660.6999999999999,292.0,1.5208333333333333,0
414-4741,155,30,128.5,86.0,21.85,188.4,91.0,16.01,254.4,85.0,11.45,6.8,6.0,1.84,1,False,578.0999999999999,268.0,1.729032258064516,0
414-4803,88,0,138.3,116.0,23.51,236.0,138.0,20.06,179.1,110.0,8.06,9.6,4.0,2.59,3,False,563.0,368.0,4.181818181818182,0
414-5177,46,0,122.2,67.0,20.77,167.2,62.0,14.21,194.8,98.0,8.77,9.7,6.0,2.62,1,False,493.9,233.0,5.065217391304348,0
414-5422,71,0,104.0,92.0,17.68,197.0,125.0,16.75,110.1,123.0,4.95,14.6,8.0,3.94,0,False,425.70000000000005,348.0,4.901408450704225,0
414-5786,73,31,194.4,104.0,33.05,176.0,84.0,14.96,230.1,110.0,10.35,11.5,3.0,3.11,0,False,612.0,301.0,4.123287671232877,0
414-6219,89,32,209.9,113.0,35.68,249.8,104.0,21.23,224.2,92.0,10.09,8.7,7.0,2.35,1,False,692.6000000000001,316.0,3.550561797752809,0
414-6426,161,0,72.8,120.0,12.38,267.1,120.0,22.7,222.5,91.0,10.01,11.8,2.0,3.19,2,False,574.2,333.0,2.0683229813664594,0
414-6541,121,0,168.9,128.0,28.71,123.9,99.0,10.53,266.3,105.0,11.98,2.9,7.0,0.78,2,False,562.0,339.0,2.8016528925619837,0
414-6638,64,0,194.2,147.0,33.01,173.4,87.0,14.74,268.7,114.0,12.09,5.5,2.0,1.49,2,False,641.8,350.0,5.46875,0
414-6739,141,0,146.5,121.0,24.91,169.9,125.0,14.44,238.8,112.0,10.75,8.2,5.0,2.21,0,False,563.4000000000001,363.0,2.574468085106383,0
414-7090,116,29,162.3,91.0,27.59,279.3,79.0,23.74,192.7,131.0,8.67,11.7,2.0,3.16,3,True,646.0,303.0,2.6120689655172415,0
414-7410,109,0,162.6,138.0,27.64,154.0,109.0,13.09,209.7,118.0,9.44,11.5,4.0,3.11,0,False,537.8,369.0,3.385321100917431,0
414-7446,134,0,244.1,99.0,41.5,246.9,111.0,20.99,200.0,133.0,9.0,7.2,2.0,1.94,0,False,698.2,345.0,2.574626865671642,0
414-7942,52,0,148.3,83.0,25.21,181.6,79.0,15.44,155.6,104.0,7.0,8.3,6.0,2.24,3,False,493.8,272.0,5.230769230769231,0
414-8718,61,27,187.5,124.0,31.88,146.6,103.0,12.46,225.7,129.0,10.16,6.4,6.0,1.73,4,True,566.1999999999999,362.0,5.934426229508197,1
414-9027,67,20,230.6,40.0,39.2,189.1,58.0,16.07,162.2,115.0,7.3,9.4,2.0,2.54,1,False,591.3,215.0,3.208955223880597,0
414-9054,68,0,159.5,123.0,27.12,240.8,93.0,20.47,210.3,76.0,9.46,11.4,3.0,3.08,1,False,622.0,295.0,4.338235294117647,0
414-9119,89,0,82.3,77.0,13.99,167.2,80.0,14.21,194.7,70.0,8.76,7.2,4.0,1.94,1,False,451.4,231.0,2.595505617977528,0
414-9717,67,0,179.8,125.0,30.57,173.2,86.0,14.72,272.8,97.0,12.28,10.9,4.0,2.94,0,False,636.6999999999999,312.0,4.656716417910448,0
415-1141,99,0,140.7,88.0,23.92,210.9,98.0,17.93,229.9,125.0,10.35,12.4,4.0,3.35,2,False,593.9,315.0,3.1818181818181817,0
415-1203,105,0,166.1,93.0,28.24,175.9,106.0,14.95,243.5,55.0,10.96,16.2,3.0,4.37,2,False,601.7,257.0,2.447619047619048,0
415-2176,159,19,184.1,78.0,31.3,194.5,71.0,16.53,225.6,101.0,10.15,16.9,3.0,4.56,0,False,621.1,253.0,1.5911949685534592,0
415-2285,97,28,202.3,97.0,34.39,69.2,84.0,5.88,257.6,64.0,11.59,6.7,3.0,1.81,1,False,535.8000000000001,248.0,2.556701030927835,0
415-2393,179,0,219.2,92.0,37.26,149.4,125.0,12.7,244.7,104.0,11.01,6.1,5.0,1.65,0,False,619.4,326.0,1.8212290502793296,0
415-2641,72,0,207.8,92.0,35.33,195.7,110.0,16.63,184.8,124.0,8.32,13.1,4.0,3.54,0,False,601.4,330.0,4.583333333333333,0
415-2865,113,0,90.6,130.0,15.4,170.6,100.0,14.5,137.4,74.0,6.18,5.4,9.0,1.46,1,False,404.0,313.0,2.769911504424779,0
415-2935,147,0,248.6,83.0,42.26,148.9,85.0,12.66,172.5,109.0,7.76,8.0,4.0,2.16,3,False,578.0,281.0,1.91156462585034,0
415-2949,64,0,219.2,73.0,37.26,167.0,65.0,14.2,161.4,119.0,7.26,10.0,5.0,2.7,1,False,557.6,262.0,4.09375,0
415-3016,123,34,305.2,80.0,51.88,156.5,109.0,13.3,280.0,81.0,12.6,13.2,7.0,3.56,1,False,754.9000000000001,277.0,2.252032520325203,0
415-3120,66,32,187.8,117.0,31.93,129.8,90.0,11.03,132.3,113.0,5.95,12.0,3.0,3.24,2,False,461.90000000000003,323.0,4.893939393939394,0
415-3158,87,0,58.0,125.0,9.86,67.5,116.0,5.74,185.9,136.0,8.37,11.5,3.0,3.11,0,False,322.9,380.0,4.367816091954023,0
415-3537,161,0,154.7,84.0,26.3,177.8,125.0,15.11,172.9,90.0,7.78,5.9,2.0,1.59,4,True,511.29999999999995,301.0,1.8695652173913044,1
415-3689,137,22,189.6,42.0,32.23,179.0,137.0,15.22,179.6,126.0,8.08,11.4,5.0,3.08,2,False,559.6,310.0,2.2627737226277373,0
415-4051,148,0,239.3,84.0,40.68,195.7,85.0,16.63,232.6,104.0,10.47,10.9,3.0,2.94,1,False,678.5,276.0,1.864864864864865,0
415-4564,129,0,137.8,120.0,23.43,225.8,110.0,19.19,145.2,95.0,6.53,10.2,6.0,2.75,1,True,519.0,331.0,2.565891472868217,0
415-4609,59,0,107.8,113.0,18.33,216.6,125.0,18.41,217.5,92.0,9.79,9.9,3.0,2.67,2,False,551.8,333.0,5.6440677966101696,0
415-4857,193,17,124.0,102.0,21.08,202.9,81.0,17.25,205.1,129.0,9.23,12.3,3.0,3.32,1,False,544.3,315.0,1.6321243523316062,0
415-4875,91,27,204.6,96.0,34.78,136.0,93.0,11.56,210.5,82.0,9.47,6.6,2.0,1.78,3,False,557.7,273.0,3.0,0
